STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,iccs,International classification of crime for statistical purposes (ICCS),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FI,Finland,2006,,1700,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FI,Finland,2007,,1784,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,1998,,84291,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,1999,,94947,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2000,,109836,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2001,,134281,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2002,,133137,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2003,,125286,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2004,,119641,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2005,,124600,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2006,,127190,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FR,France,2007,,112885,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,1998,,84291,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,1999,,94947,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2000,,109836,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2001,,134281,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2002,,133137,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2003,,125286,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2004,,119641,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2005,,124600,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2006,,127190,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,FX,Metropolitan France,2007,,112885,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,1998,,728,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,1999,,667,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2000,,802,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2001,,801,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2002,,1204,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2003,,1236,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2004,,1622,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2005,,1560,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2006,,1445,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HR,Croatia,2007,,1272,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,1998,,3056,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,1999,,3167,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2000,,3494,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2001,,3319,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2002,,3389,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2003,,3289,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2004,,3227,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2005,,2982,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2006,,2709,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,HU,Hungary,2007,,3119,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2000,,1397,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2001,,1744,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2002,,1688,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2003,,2894,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2004,,2702,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2005,,2406,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2006,,2475,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IE,Ireland,2007,,2151,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2000,,34,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2001,,39,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2002,,32,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2003,,39,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2004,,35,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2005,,49,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2006,,50,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IS,Iceland,2007,,42,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,1998,,73289,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,1999,,72836,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2000,,67424,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2001,,66671,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2002,,68248,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2003,,70625,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2004,,66643,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2005,,65724,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2006,,71762,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,IT,Italy,2007,,74130,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,1998,,7,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,1999,,7,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2000,,2,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2001,,1,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2002,,1,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2003,,3,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2004,,2,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2005,,1,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2006,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LI,Liechtenstein,2007,,5,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,1998,,3646,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,1999,,3376,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2000,,4374,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2001,,4185,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2002,,4535,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2003,,4919,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2004,,5323,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2005,,5206,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2006,,4343,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LT,Lithuania,2007,,3802,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,1998,,372,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,1999,,352,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2000,,307,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2001,,257,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2002,,367,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2003,,374,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2004,,339,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2005,,351,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2006,,263,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LU,Luxembourg,2007,,331,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,1999,,2619,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2000,,3160,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2001,,3059,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2002,,2664,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2003,,2503,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2004,,2467,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2005,,2163,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2006,,2248,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,LV,Latvia,2007,,1468,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,ME,Montenegro,2002,,4173,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,ME,Montenegro,2003,,3908,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,ME,Montenegro,2004,,4239,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,ME,Montenegro,2005,,86,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,ME,Montenegro,2006,,80,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,ME,Montenegro,2007,,67,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2000,,296,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2001,,266,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2002,,463,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2003,,573,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2004,,783,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2005,,709,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2006,,503,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MK,North Macedonia,2007,,521,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,1998,,318,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,1999,,212,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,2000,,146,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,2001,,160,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,2002,,156,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,2003,,195,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,2004,,265,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0401,Robbery,MT,Malta,2005,,256,,,,,
